fdc_id,description,protein,calories,sugar,sodium,portion_description,gram_weight
2708639,"Pizza with pepperoni, from restaurant or fast food, thin crust",11.74,282,3.26,620,"1 piece, extra-large pizza",105
2708639,"Pizza with pepperoni, from restaurant or fast food, thin crust",11.74,282,3.26,620,"1 personal size pizza (5-7"" diameter)",133
2708639,"Pizza with pepperoni, from restaurant or fast food, thin crust",11.74,282,3.26,620,"1 extra-large pizza (16-18"" diameter)",1046
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 piece, extra-large pizza",134
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 medium pizza (11-12"" diameter)",707
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,1 surface inch,6.5
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,Quantity not specified,248
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 piece, medium pizza",88
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 piece, NFS",124
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 personal size pizza (5-7"" diameter)",184
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 large pizza (13-15"" diameter)",996
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 extra-large pizza (16-18"" diameter)",1338
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 piece, small pizza",86
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 piece, large pizza",124
2708640,"Pizza with pepperoni, from restaurant or fast food,  medium crust",11.74,282,3.26,620,"1 small pizza (8-10"" diameter)",516
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 piece, extra-large pizza",147
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,Quantity not specified,278
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,1/2 English muffin,54
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,1 surface inch,7.3
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 small pizza (8-10"" diameter)",573
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 piece, small pizza",96
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 extra-large pizza (16-18"" diameter)",1468
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,1/2 bagel,101
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 piece, medium pizza",112
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 piece, large pizza",139
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 medium pizza (11-12"" diameter)",893
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 piece, NFS",139
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,1 French bread,174
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 personal size pizza (5-7"" diameter)",217
2708641,"Pizza with pepperoni, from restaurant or fast food, thick crust",11.49,287,2.93,620,"1 large pizza (13-15"" diameter)",1117
2708642,"Pizza with pepperoni, stuffed crust",12.92,296,2.62,709,"1 piece, medium pizza",110
2708642,"Pizza with pepperoni, stuffed crust",12.92,296,2.62,709,"1 piece, NFS",164
2708642,"Pizza with pepperoni, stuffed crust",12.92,296,2.62,709,1 surface inch,8.5
2708642,"Pizza with pepperoni, stuffed crust",12.92,296,2.62,709,"1 piece, large pizza",164
2708642,"Pizza with pepperoni, stuffed crust",12.92,296,2.62,709,"1 large pizza (13-15"" diameter)",1312
2708642,"Pizza with pepperoni, stuffed crust",12.92,296,2.62,709,"1 personal size pizza (5-7"" diameter)",240
2708642,"Pizza with pepperoni, stuffed crust",12.92,296,2.62,709,"1 medium pizza (11-12"" diameter)",883
2708642,"Pizza with pepperoni, stuffed crust",12.92,296,2.62,709,Quantity not specified,328
2708643,"Pizza with pepperoni, from school lunch, thin crust",12.78,254,7.62,495,1 surface inch,5.6
2708643,"Pizza with pepperoni, from school lunch, thin crust",12.78,254,7.62,495,Quantity not specified,142
2708643,"Pizza with pepperoni, from school lunch, thin crust",12.78,254,7.62,495,"1 personal size pizza (5-7"" diameter)",128
2708643,"Pizza with pepperoni, from school lunch, thin crust",12.78,254,7.62,495,"1 piece, NFS",142
2708644,"Pizza, with pepperoni, from school lunch, medium crust",13.56,256,5.82,484,1 surface inch,5.8
2708644,"Pizza, with pepperoni, from school lunch, medium crust",13.56,256,5.82,484,"1 personal size pizza (5-7"" diameter)",170
2708644,"Pizza, with pepperoni, from school lunch, medium crust",13.56,256,5.82,484,Quantity not specified,147
2708644,"Pizza, with pepperoni, from school lunch, medium crust",13.56,256,5.82,484,"1 piece, NFS",147
2708645,"Pizza with pepperoni, from school lunch, thick crust",14.35,259,4.03,474,"1 piece, NFS",158
2708645,"Pizza with pepperoni, from school lunch, thick crust",14.35,259,4.03,474,1 French bread,143
2708645,"Pizza with pepperoni, from school lunch, thick crust",14.35,259,4.03,474,1 surface inch,6.3
2708645,"Pizza with pepperoni, from school lunch, thick crust",14.35,259,4.03,474,"1 personal size pizza (5-7"" diameter)",178
2708645,"Pizza with pepperoni, from school lunch, thick crust",14.35,259,4.03,474,1/2 English muffin,54
2708645,"Pizza with pepperoni, from school lunch, thick crust",14.35,259,4.03,474,1/2 bagel,149
2708645,"Pizza with pepperoni, from school lunch, thick crust",14.35,259,4.03,474,Quantity not specified,158
2708646,"Pizza with meat other than pepperoni, from frozen, thin crust",12.34,267,3.56,491,1 surface inch,5.1
2708646,"Pizza with meat other than pepperoni, from frozen, thin crust",12.34,267,3.56,491,"1 frozen small pizza (8-10"" diameter)",320
2708646,"Pizza with meat other than pepperoni, from frozen, thin crust",12.34,267,3.56,491,"1 frozen medium pizza (11-13"" diameter)",581
2708646,"Pizza with meat other than pepperoni, from frozen, thin crust",12.34,267,3.56,491,Quantity not specified,194
2708646,"Pizza with meat other than pepperoni, from frozen, thin crust",12.34,267,3.56,491,"1 piece, NFS",97
2708646,"Pizza with meat other than pepperoni, from frozen, thin crust",12.34,267,3.56,491,"1 frozen personal size pizza (5-7"" diameter)",209
2708646,"Pizza with meat other than pepperoni, from frozen, thin crust",12.34,267,3.56,491,"1 frozen large pizza (14-16"" diameter)",901
2708647,"Pizza with meat other than pepperoni, from frozen, medium crust",11.55,269,3.51,477,Quantity not specified,204
2708647,"Pizza with meat other than pepperoni, from frozen, medium crust",11.55,269,3.51,477,"1 frozen personal size pizza (5-7"" diameter)",238
2708647,"Pizza with meat other than pepperoni, from frozen, medium crust",11.55,269,3.51,477,"1 frozen small pizza (8-10"" diameter)",340
2708647,"Pizza with meat other than pepperoni, from frozen, medium crust",11.55,269,3.51,477,"1 piece, NFS",102
2708647,"Pizza with meat other than pepperoni, from frozen, medium crust",11.55,269,3.51,477,"1 frozen medium pizza (11-13"" diameter)",607
2708647,"Pizza with meat other than pepperoni, from frozen, medium crust",11.55,269,3.51,477,1 surface inch,5.4
2708647,"Pizza with meat other than pepperoni, from frozen, medium crust",11.55,269,3.51,477,"1 frozen large pizza (14-16"" diameter)",961
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,1/2 bagel,101
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,"1 frozen large pizza (14-16"" diameter)",1361
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,Quantity not specified,288
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,"1 frozen small pizza (8-10"" diameter)",377
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,1 surface inch,7.7
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,1 Bagel Bite,22
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,1/2 English muffin,59
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,"1 frozen medium pizza (11-13"" diameter)",864
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,1 French bread,174
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,"1 piece, NFS",144
2708648,"Pizza with meat other than pepperoni, from frozen, thick crust",10.75,270,3.46,463,"1 frozen personal size pizza (5-7"" diameter)",263
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 extra-large pizza (16-18"" diameter)",1428
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 medium pizza (11-12"" diameter)",787
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,Quantity not specified,276
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,1 surface inch,7.2
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 piece, extra-large pizza",143
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 large pizza (13-15"" diameter)",1107
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 piece, small pizza",92
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 personal size pizza (5-7"" diameter)",203
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 piece, medium pizza",98
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 piece, large pizza",138
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 small pizza (8-10"" diameter)",552
2708649,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,280,3.32,570,"1 piece, NFS",138
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 piece, extra-large pizza",108
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 small pizza (8-10"" diameter)",424
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 piece, large pizza",104
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 personal size pizza (5-7"" diameter)",153
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 piece, small pizza",71
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 piece, medium pizza",80
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 medium pizza (11-12"" diameter)",636
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 extra-large pizza (16-18"" diameter)",1085
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 piece, NFS",104
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,Quantity not specified,208
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,"1 large pizza (13-15"" diameter)",829
2708650,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",11.5,280,3.32,570,1 surface inch,5.4
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 piece, NFS",138
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 piece, medium pizza",98
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 personal size pizza (5-7"" diameter)",203
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,1 surface inch,7.2
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,Quantity not specified,276
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 medium pizza (11-12"" diameter)",787
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 piece, large pizza",138
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 large pizza (13-15"" diameter)",1107
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 piece, small pizza",92
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 small pizza (8-10"" diameter)",552
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 extra-large pizza (16-18"" diameter)",1428
2708651,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,280,3.32,570,"1 piece, extra-large pizza",143
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,1/2 bagel,101
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 piece, NFS",151
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 personal size pizza (5-7"" diameter)",271
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 medium pizza (11-12"" diameter)",965
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 piece, large pizza",151
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 large pizza (13-15"" diameter)",1224
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 piece, extra-large pizza",161
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,Quantity not specified,302
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 piece, medium pizza",121
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 piece, small pizza",105
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 small pizza (8-10"" diameter)",628
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,1 French bread,174
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,"1 extra-large pizza (16-18"" diameter)",1608
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,1 surface inch,8
2708652,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.06,282,2.82,570,1/2 English muffin,54
2708653,"Pizza, with meat other than pepperoni, stuffed crust",12.81,278,2.76,630,"1 piece, large pizza",164
2708653,"Pizza, with meat other than pepperoni, stuffed crust",12.81,278,2.76,630,"1 piece, NFS",164
2708653,"Pizza, with meat other than pepperoni, stuffed crust",12.81,278,2.76,630,"1 piece, medium pizza",110
2708653,"Pizza, with meat other than pepperoni, stuffed crust",12.81,278,2.76,630,"1 large pizza (13-15"" diameter)",1312
2708653,"Pizza, with meat other than pepperoni, stuffed crust",12.81,278,2.76,630,1 surface inch,8.5
2708653,"Pizza, with meat other than pepperoni, stuffed crust",12.81,278,2.76,630,"1 medium pizza (11-12"" diameter)",883
2708653,"Pizza, with meat other than pepperoni, stuffed crust",12.81,278,2.76,630,"1 personal size pizza (5-7"" diameter)",240
2708653,"Pizza, with meat other than pepperoni, stuffed crust",12.81,278,2.76,630,Quantity not specified,328
2708654,"Pizza, with meat other than pepperoni, from school lunch, medium crust",12.94,254,5.62,445,1 surface inch,5.8
2708654,"Pizza, with meat other than pepperoni, from school lunch, medium crust",12.94,254,5.62,445,"1 piece, NFS",147
2708654,"Pizza, with meat other than pepperoni, from school lunch, medium crust",12.94,254,5.62,445,"1 personal size pizza (5-7"" diameter)",170
2708654,"Pizza, with meat other than pepperoni, from school lunch, medium crust",12.94,254,5.62,445,Quantity not specified,147
2708655,"Pizza, with meat other than pepperoni, from school lunch, thin crust",12.63,250,7.53,457,"1 piece, NFS",142
2708655,"Pizza, with meat other than pepperoni, from school lunch, thin crust",12.63,250,7.53,457,"1 personal size pizza (5-7"" diameter)",128
2708655,"Pizza, with meat other than pepperoni, from school lunch, thin crust",12.63,250,7.53,457,1 surface inch,5.6
2708655,"Pizza, with meat other than pepperoni, from school lunch, thin crust",12.63,250,7.53,457,Quantity not specified,142
2708656,"Pizza, with meat other than pepperoni, from school lunch, thick crust",13.26,257,3.72,433,1 French bread,143
2708656,"Pizza, with meat other than pepperoni, from school lunch, thick crust",13.26,257,3.72,433,1/2 English muffin,54
2708656,"Pizza, with meat other than pepperoni, from school lunch, thick crust",13.26,257,3.72,433,Quantity not specified,158
2708656,"Pizza, with meat other than pepperoni, from school lunch, thick crust",13.26,257,3.72,433,"1 personal size pizza (5-7"" diameter)",178
2708656,"Pizza, with meat other than pepperoni, from school lunch, thick crust",13.26,257,3.72,433,1 surface inch,6.3
2708656,"Pizza, with meat other than pepperoni, from school lunch, thick crust",13.26,257,3.72,433,1/2 bagel,149
2708656,"Pizza, with meat other than pepperoni, from school lunch, thick crust",13.26,257,3.72,433,"1 piece, NFS",158
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,Quantity not specified,240
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 piece, large pizza",120
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 piece, small pizza",81
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 small pizza (8-10"" diameter)",487
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 extra-large pizza (16-18"" diameter)",1246
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 piece, NFS",120
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 medium pizza (11-12"" diameter)",720
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 large pizza (13-15"" diameter)",957
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 piece, medium pizza",90
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 personal size pizza (5-7"" diameter)",175
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,1 surface inch,6.2
2708657,"Pizza with extra meat, thin crust",14.72,277,2.68,582,"1 piece, extra-large pizza",125
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 medium pizza (11-12"" diameter)",869
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 piece, medium pizza",109
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 piece, NFS",150
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,Quantity not specified,300
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 piece, extra-large pizza",157
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 extra-large pizza (16-18"" diameter)",1574
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 personal size pizza (5-7"" diameter)",223
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 piece, small pizza",101
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 small pizza (8-10"" diameter)",606
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 piece, large pizza",150
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,1 surface inch,7.8
2708658,"Pizza with extra meat, medium crust",13.85,274,2.92,571,"1 large pizza (13-15"" diameter)",1200
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 personal size pizza (5-7"" diameter)",283
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 piece, small pizza",112
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 large pizza (13-15"" diameter)",1328
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,1 French bread,184
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 piece, extra-large pizza",177
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 medium pizza (11-12"" diameter)",1051
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 small pizza (8-10"" diameter)",675
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,1 surface inch,8.6
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 extra-large pizza (16-18"" diameter)",1729
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,1/2 English muffin,68
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 piece, NFS",166
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,Quantity not specified,332
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 piece, large pizza",166
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,1/2 bagel,117
2708659,"Pizza with extra meat, thick crust",13.33,278,2.74,571,"1 piece, medium pizza",131
2708660,"Pizza with meat and vegetables, from frozen, thin crust",11.28,276,4.85,555,"1 frozen large pizza (14-16"" diameter)",961
2708660,"Pizza with meat and vegetables, from frozen, thin crust",11.28,276,4.85,555,Quantity not specified,205
2708660,"Pizza with meat and vegetables, from frozen, thin crust",11.28,276,4.85,555,1 surface inch,5.4
2708660,"Pizza with meat and vegetables, from frozen, thin crust",11.28,276,4.85,555,"1 piece, NFS",103
2708660,"Pizza with meat and vegetables, from frozen, thin crust",11.28,276,4.85,555,"1 frozen personal size pizza (5-7"" diameter)",216
2708660,"Pizza with meat and vegetables, from frozen, thin crust",11.28,276,4.85,555,"1 frozen small pizza (8-10"" diameter)",330
2708660,"Pizza with meat and vegetables, from frozen, thin crust",11.28,276,4.85,555,"1 frozen medium pizza (11-13"" diameter)",615
2708661,"Pizza with meat and vegetables, from frozen, medium crust",11.28,276,4.85,555,"1 frozen personal size pizza (5-7"" diameter)",240
2708661,"Pizza with meat and vegetables, from frozen, medium crust",11.28,276,4.85,555,"1 frozen small pizza (8-10"" diameter)",371
2708661,"Pizza with meat and vegetables, from frozen, medium crust",11.28,276,4.85,555,"1 frozen medium pizza (11-13"" diameter)",649
2708661,"Pizza with meat and vegetables, from frozen, medium crust",11.28,276,4.85,555,"1 piece, NFS",108
2708661,"Pizza with meat and vegetables, from frozen, medium crust",11.28,276,4.85,555,Quantity not specified,216
2708661,"Pizza with meat and vegetables, from frozen, medium crust",11.28,276,4.85,555,"1 frozen large pizza (14-16"" diameter)",1145
2708661,"Pizza with meat and vegetables, from frozen, medium crust",11.28,276,4.85,555,1 surface inch,5.7
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,"1 piece, NFS",155
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,1/2 English muffin,63
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,"1 frozen personal size pizza (5-7"" diameter)",283
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,"1 frozen medium pizza (11-13"" diameter)",927
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,1 surface inch,7.7
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,1 French bread,171
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,"1 frozen small pizza (8-10"" diameter)",405
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,Quantity not specified,310
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,"1 frozen large pizza (14-16"" diameter)",1361
2708662,"Pizza with meat and vegetables, from frozen, thick crust",11.28,276,4.85,555,1/2 bagel,104
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 large pizza (13-15"" diameter)",902
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,1 surface inch,5.9
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 medium pizza (11-12"" diameter)",656
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 piece, extra-large pizza",119
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 piece, small pizza",77
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 extra-large pizza (16-18"" diameter)",1186
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 personal size pizza (5-7"" diameter)",169
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 piece, NFS",113
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 piece, large pizza",113
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 piece, medium pizza",82
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,Quantity not specified,226
2708663,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",11.55,241,3.29,464,"1 small pizza (8-10"" diameter)",463
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 piece, small pizza",79
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 medium pizza (11-12"" diameter)",818
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 extra-large pizza (16-18"" diameter)",1508
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 piece, large pizza",144
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 personal size pizza (5-7"" diameter)",212
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 piece, NFS",144
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,Quantity not specified,288
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 large pizza (13-15"" diameter)",1156
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 piece, extra-large pizza",151
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,1 surface inch,7.5
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 small pizza (8-10"" diameter)",477
2708664,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.5,248,3.37,484,"1 piece, medium pizza",102
2708665,"Pizza with meat and vegetables, from restaurant or fast food, thick crust",10.94,259,3.23,505,"1 medium pizza (11-12"" diameter)",942
2708665,"Pizza with meat and vegetables, from restaurant or fast food, thick crust",10.94,259,3.23,505,1/2 bagel,104
2708665,"Pizza with meat and vegetables, from restaurant or fast food, thick crust",10.94,259,3.23,505,"1 extra-large pizza (16-18"" diameter)",1548
